,IPCNum,content
1156,F16K17/04,本 实用新型 公开 了 一种 机械式 通气 活门 包括 活门 座 1 活门 杆 2 弹性 部件 和 套体 3 活门 座 1 轴向 开 有 两级 台阶 孔 台阶 大 孔径 向 开有 若干 通孔 6 活门 座 1 与 套体 3 螺接 活门 座 1 的 台阶 孔内 设置 有 活门 杆 2 活门 杆 2 是 一端 带 圆盘 4 的 柱杆 柱杆 与 套体 3 的 底部 凸柱 5 的 导向 孔 7 滑动 配合 活门 杆 2 的 圆盘 4 与 活门 座 1 的 台阶 内孔 的 台阶 面 接触 在 活门 杆 2 的 圆盘 4 和 套体 3 的 凸柱 5 之间 设置 有 弹性 部件 两个 机械式 通气 活门 安装 在 燃油箱 的 内壁 和 外壁 就 可以 实现 控制 飞机 燃油箱 气体 压力 相对 于 环境 大气压力 的 压差 保证 燃油箱 的 安全
1197,B64D1/16,一种 遥控 植保 飞机 施肥 系统 包括 电子 调节器 电子 调节器 的 电源 端 外接 电池 电子 调节器 的 输入 端 与 信号 接收器 电 连接 电子 调节器 的 输出 端 与 可 旋转式 托盘 的 电动机 电源 端电 连接 电动机 其 电源 端 外接 电池 其 输出 轴 与 可 旋转式 托盘 连接 下 料 调节 装置 位于 肥料 桶 的 下方 外端 与 舵机 的 齿轮 连接 舵机 与 信号 接收器 电 连接 旋翼 与 飞行 舵机 的 齿轮 连接 飞行 舵机 与 信号 接收器 电 连接 信号 接收器 与 遥控器 无线连接 本 实用新型 结构 简单 施肥 均匀 效率高 通过 下 料 调节 装置 调节 下 料 口径 的 大小 实现 下 料 速度 和 下 料量 的 调节 肥料 在 可 旋转式 托盘 的 高速旋转 下 均匀 地 飞洒 到 田间 其 施肥 效率 是 人工 和 传统 施肥 机械 作业 效率 的 30 - 50 倍
1932,G08G1/127,确定 根据 时间表 沿着 路线 行进 的 排定 运输工具 的 延迟 该 路线 包括 至少 一个 路段 确定 实时 延迟 是 基于 详细 的 参考 调度表 的 该 详细 的 参考 调度表 指示 准时 的 运输工具 的 任意 带 时间 戳 参考 位置 接收 由 位于 运输工具 上 的 用户 设备 进行 的 针对 运输工具 的 延迟 的 请求 该 请求 至少 指示 运输工具 的 当前 位置 基于 在 请求 中 指示 的 当前 位置 时间 戳 和 详细 参考 调度表 的 相应 带 时间 戳 参考 位置 来 计算 运输工具 的 延迟 将 计算 的 延迟 返回 到 用户 设备 将 计算 的 延迟 存储 到 日志 簿 中 响应 于 未 指示 运输工具 的 当前 位置 的 请求 延迟 基于 日志 簿 而 被 返回
1198,F16B21/16,本发明 涉及 一种 锚固 叉 该 锚固 叉 特别 用于 飞机 该 锚固 叉 能够 与 平台 的 锚固 格栅 2 配合 该 锚固 叉 包括 千斤顶 3 所述 千斤顶 包括 气缸 4 所述 气缸 4 含有 可动 活塞 5 所述 活塞 设有 杆 6 所述 杆 延伸 超出 所述 气缸 所述 杆 的 自由 端 包括 叉头 7 所述 叉头 钩 在 所述 格栅 2 中 所述 叉头 设有 用于 保持 在 所述 格栅中 的 保持 指状件 8 13 14 所述 保持 指状件 可以 通过 控制部件 9 在 回缩 位置 和 活动 位置 之间 运动 本发明 的 特征 在于 用于 控制 所述 指状件 的 运动 的 所述 控制部件 9 包括 可 在 所述 千斤顶 的 所述 杆内 滑动 的 控制 活塞 18 所述 控制 活塞 18 与 所述 指状件 的 双稳态 致动器 19 关联 使得 通过 在 所述 千斤顶 中 施加 连续 压力 脉冲 所述 指状件 能够 在 回缩 位置 和 活动 位置 之间 运动 在 所述 活动 位置 所述 指状件 展开
492,B60T8/17,本发明 提供 了 一种 用于 飞机 电 刹车 无刷 直流电机 的 灰色 滑模 控制 方法 采集 电机 转速 和 两组 电机 绕组 的 电流 反馈 信号 经 压力 观测器 得 电机 转速 微分 和 压力 观测 值 微分 计算 观测 的 刹车 压力 后 建立 灰色 模型 计算 刹车 压力 误差 并 建立 滑模线 计算 角速度 误差 信号 后 进行 速度 环 PID 控制 最终 计算 电流 误差 信号 进行 均 流环 PID 控制 本发明 提高 了 刹车 系统 的 可靠性 和 鲁棒性 减少 了 外界 环境 对 压力 传感器 的 干扰
1141,F16J15/00,一种 有 吸附力 有 缓冲作用 的 密封垫 由 安装 梗 腹壁 腹腔 和 翼 四个 部分 组成 无 压力 状态 下 两翼 张开 两 腹壁 之间 形成 腹腔 受压 时 两翼 顺着 被 封闭 主体 的 压力 面向 两边 滑动 腹腔 中 空气 向外 排出 并 产生 吸附力 被 封闭 主体 压力 面 的 压力 最大 时 腹壁 及 两翼 平铺 在 压力 面 上面 与 压力 面 最大化 接触 其 吸附力 也 达到 最大值 密封垫 将 被 封闭 主体 严实 密封 本发明 结构 简单 用途 广泛 可 用于 汽车 的 车门 和 飞机 轮船 的 仓门 可 用于 家用电器 建筑 门窗 和 家用 直通 便 器 可 用于 工业 设备 中 的 门 孔 窗 洞 以及 管道 的 密封 比如 将 本发明 用于 食堂 的 蒸笼 和 家庭 锅盖 在 平原 地区 可以 节省 燃料 在 高原地区 可以 让 人们 告别 夹生饭 它 比 高压锅 更 适用 更 安全
260,B64C1/40,本发明 提供 一种 自 粘性 热 固化 膨胀 胶带 及其 制备 方法 膨胀 胶带 由 顺丁橡胶 并用 天然橡胶 再 加入 填充 剂 增 粘剂 硫化剂 促进剂 发泡剂 等 在 密炼机 中 经过 “ 三步 密炼 法 ” 混炼 均匀 后 再 经过 挤出机 挤成 胶 条状 用 带有 隔离 纸 的 自动 卷取 装置 卷取 成盘 即得 膨胀 胶带 本发明 除 采用 传统 的 物理 增粘外 还 采用 了 化学 增 粘 在 产品 中 加入 了 粘结 能力 很强 的 环氧树脂 及其 固化剂 赋予 产品 在 烘烤 后 对 钢板 具有 较强 的 粘结力 本发明 所述 的 膨胀 胶带 是 一种 成型 的 膨胀 胶 使用方便 无污染 对 钢板 和 镀锌板 具有 初 粘力 能耐 前 处理 液 和 电泳 液 的 冲洗 在 烘烤 时 橡胶 硫化 并 发泡 粘结 住 两边 钢板 起到 吸音 减震 的 作用 本 产品 可 广泛 用于 汽车 飞机 等 交通工具 的 吸音 减震
984,F16D55/36,一种 可 变换 的 飞机 刹车 组件 10 60 77 78 83 85 96 120 130 作为 具有 吸热 器 的 初始 装置 所述 吸热 器 包括 一个 钢 吸热 器 20 70 80 90 91 100 110 122 飞机 刹车 组件 以及 一个 碳 － 碳 复合材料 吸热 器 40 飞机 刹车 组件 当该 飞机 刹车 组件 从 一种 类型 的 吸热 器 变换 成 另 一种 类型 时 完成 所述 变换 引起 的 构成 零件 变化 最小 这种 变换 可 在 活塞 外壳 14 扭力 管 12 和 轮 30 没有 任何 变化 的 情况 下 完成 因为 这些 吸热 器所 包括 的 各 元件 使 每个 吸热 器能 与 共用 活塞 外壳 14 扭力 管 12 和 轮 30 一起 使用
384,F16K31/06,本 实用新型 公开 了 一种 应用 在 飞机 氧气 浓缩器 系统 上 的 三通 电磁阀 其 包括 线圈 阀壳 常开 堵头 密封垫 等 元件 线圈 位于 阀壳 的 内侧 密封垫 与 线圈 阀壳 定 铁芯 贴合 定 铁芯 与阀 壳 之间 过盈 配合 右 盖板 位于 常开 堵头 和 密封垫 之间 阀体 位于 阀壳 的 下侧 左 盖板 位于 阀体 的 一侧 第一 弹簧 夹 在 常闭 堵头 和 支架 之间 第一 调整 垫片 位于 常闭 堵头 和 衔铁 之间 第二 弹簧 夹 在 常开 堵头 和 常闭 堵头 之间 第二 调整 垫片 位于 支架 的 一侧 阀盖 位于 支架 与 线圈 之间 支架 固定 于 阀体 上 衔铁 常开 堵头 常闭 堵头 第一 调整 垫片 第二 弹簧 和 密封垫 组成 动阀 芯 本 实用新型 实现 微型化 大 流量 且 能 适应 飞机 各种 环境 要求
2305,F16J15/10,本 实用新型 公开 了 一种 双 密封胶 条 的 油箱 口盖 属于 飞机 结构设计 领域 其 用于 将 油箱 口盖 密封 在 油箱 口 框上 当 所述 油箱 口盖 盖合 在 所述 油箱 口 框上 时 形成 环状 的 压接 区域 在 所述 油箱 口框 的 压接 区域 上 设置 有 环状 的 第一 凹槽 与 环状 的 第二 凹槽 所述 第一 凹槽 的 周长 小于 第二 凹槽 的 周长 在 两条 凹槽 之间 开 有 若干个 第一 通孔 所述 油箱 口盖 的 压接 区域 上 在 与 所述 第一 通孔 对应 位置 处 设置 有 第二 通孔 固定 件 穿过 所述 第一 通孔 与 第二 通孔 并 将 油箱 口盖 可拆卸 连接 在 所述 油箱 口 框上 第一 胶条 设置 在 第一 凹槽 中 第二 胶条 设置 在 第二 凹槽 中 该 实用新型 工艺 简单 降低 了 口盖 拆装 难度 实现 快速 密封 在 老化 期内 不 需要 更换 胶条 能够 达到 油箱 密封 要求
1636,G08B21/06,公开 了 一种 方法 和 系统 用于 进行 对 操作 例如 汽车 火车 飞机 船舶 核反应堆 成套设备 化学 处理 等 设备 和 或 装置 的 驾驶员 和 或 其他 人员 的 知觉 适应性 测试 PST 本发明 是 特别 为 例如 车辆 成套设备 和 或 装置 启动 和 停止 的 知觉 损害 点火 互锁 设备 PERCEPTIIID 而 设置 的 对 上述 设备 的 操作 会 特别 引发 对 环境 和 他人 的 普遍 的 和 或 潜在 的 风险
1986,B64F5/00,本 实用新型 公开 了 一种 新型 机轮 拆卸 设备 包括 设备 支架 传动 机构 左 机轮 托架 右 机轮 托架 升降 连杆 和 仰角 调节 机构 所述 传动 机构 设 于 设备 支架 上 所述 左 机轮 托架 和 右 机轮 托架 的 外侧 分别 连接 传动 机构 所述 左 机轮 托架 和 右 机轮 托架 的 内侧 分别 通过 升降 连杆 连接 仰角 调节 机构 本 实用新型 机轮 拆装 设备 取代 了 人力 操作 提高 了 工作效率 减轻 了 劳动强度 缩短 了 检修 时间 有效 保证 维护 对象 的 安全 大大提高 了 飞机 的 安全 性能
1212,B60N2/427,一种 机动车 乘客 安全 座椅 座椅 面向 车尾 安装 以 椅背 代替 安全带 减小 正面 撞击 时 对 人体 的 伤害 椅背 的 撞击 直接 受力 区 人体 接触 部分 采用 柔性 材料 无 刚性 支撑 下部 有 纵向 导轨 弹簧 或 液压 等 缓冲 装置 止 回弹 装置 进一步 减小 撞击 对 人体 造成 的 伤害
1827,B60N2/44,本发明 公开 的 骨导 传声 座椅 包括 主要 由 靠枕 靠背 和 坐垫 组成 的 座椅 本体 骨导 振动 换能器 组 适配器 骨导 振动 换能器 组 设置 在 座椅 正面 能 与 使用者 头部 接触 的 部位 用以 进行 音频 电信号 与 振动 信号 之间 的 相互 转换 可 将 输入 的 音频 电信号 转换 为 振动 信号 通过 人体 颅骨 传入 人体 内耳 也 可 将 人体 发音 时 颅骨 产生 的 振动 信号 转换 为 音频 电信号 输出 本发明 可以 有效 改善 嘈杂 环境 下 的 听声 效果 解放 座椅 使用者 的 双手 保护 使用者 的 隐私 可 用于 汽车 火车 飞机 会议室 电影院 等 声音 环境 复杂 收音 私密性 要求 高 不 便于 操控 传声 设备 的 场所
1958,B60N2/44,本 实用新型 涉及 一种 座垫 技术 领域 特别 是 一种 由 亚麻 编织 而成 的 编织 式 汽车 组合 座垫 它 包括 靠背 和 座垫 其 特征 在于 它 是 由 外 框架 轮廓线 绳 至少 一个 内 框架 轮廓线 绳及 编织物 组成 在外 框架 轮廓线 绳 与 内 框架 轮廓线 绳 之间 以及 内 框架 轮廓线 绳内 或 内 框架 轮廓线 绳 之间 设置 有 编织物 优点 及 效果 是 集 整体 美感 与 工艺性 于 一身 并且 具有 一定 的 观赏性 其 制作 工艺 简单 使用方便 易于 安装 具有 柔软 舒适 凉爽 稳固 易 折叠 的 作用 可 广泛 地 适用 于 各种 不同 型号 汽车 的 座椅 上及 办公 家庭 使用 的 沙发 靠椅 等 座椅 上 还 可 广泛 地 应用 在 汽车 火车 飞机 游轮 的 座椅 上 具有 非常广阔 的 市场前景
947,G08B17/10,本发明 涉及 一种 森林 防火 监控 系统 其 包括 系统 协调 器及 至少 一 节点 监控器 节点 监控器 根据 自己 实际 所在 的 位置 与 相近 的 节点 监控器 相连 组成 监控 网络 系统 协调 器 控制 整个 网络 的 建立 和 系统 的 正常 运行 本发明 的 森林 防火 监控 系统 的 节点 监控器 通过 低功耗 的 电池 供电 模块 解决 了 信息 采集 的 问题 通过 无线网络 技术 解决 了 信息 传递 的 问题 特别 是 节点 监控器 能够 根据 实际 位置 动态 地 自动 组成 网络 使得 该 系统 可以 通过 自由 抛撒 的 方式 形成 有效 的 监控
1668,G08G5/02,本 实用新型 属于 飞机 泊位 引导 设备 领域 具体 涉及 一种 飞机 泊位 引导 装置 距离 显示 系统 包括 微处理器 显示屏 控制器 电源 数字式 距离 显示屏 和 进度条 式 距离 显示屏 显示屏 控制器 与 电源 均 与 微处理器 相连 显示屏 控制器 分别 与 数字式 距离 显示屏 和 进度条 式 距离 显示屏 相连 数字式 距离 显示屏 包括 第一 LED 安装 板 所述 第一 LED 安装 板上 设置 有 由 发光 二极管 构成 的 数字式 指示灯 显示 部分 进度条 式 距离 显示屏 包括 第二 LED 安装 板 第二 LED 安装 板上 设置 由 发光 二极管 构成 的 若干条 式 指示灯 显示 部分 微处理器 还 连接 有 激光雷达 电源 为市 电 或 锂电池 或 蓄电池 蓄电池 与 太阳能 电池板 相连 本 实用新型 具有 功能 全面 安全可靠 结构合理 显示 直观 的 优点
1992,B64D47/00,本发明 公开 了 一种 飞机 胎 压实 时 监控 系统 及 监控 方法 电源 给 起落架 内 控制 模块 供电 起落架 内 控制 模块 通过 第一 旋转 变压器 给 机轮 内 监测 模块 供电 通过 第二 旋转 变压器 和 机轮 内 监测 模块 进行 交互 通信 通过 CAN 总线 与 驾驶舱 仪表 进行 交互 通信 压力 传感器 实时 监测 轮胎 压力 并 将 数据 传给 机轮 内 监测 模块 机轮 内 监测 模块 控制 放 气 机构 调节 胎压 驾驶舱 仪表 显示 轮胎 压力 值 和 异常 信息 并 设定 压力 调控 指令 本发明 解决 了 电池 供电 和 射频 通信 存在 的 较 多 问题 结构 简单 扩展性 好 可靠性 高 可 使得 飞机 在 不同 跑道 和 载重 条件 下 降低 爆胎 几率 增大 刹车 效率 减小 起落架 不良 激振 增强 飞机 着陆 安全性 和 减少 飞机 地勤 维护
880,F16L23/024,一种 发动机 与 进气道 连接 装置 涉及 飞机 地板 结构设计 技术 用于 飞机 进气道 与 发动机 连接 巩固 该 发动机 与 进气道 连接 装置 为 对称 结构 卡带 a 与 卡带 b 结构 相同 一端 连接 有 回转 螺栓 另一端 连接 有 套管 卡带 a 上 的 回转 螺栓 连接 卡带 b 上 的 套管 并且 卡带 a 上 的 套管 连接 卡带 b 上 的 回转 螺栓 成 闭环 回路 结构 回转 螺栓 与 套管 通过 自锁 螺母 固定 连接 自锁 螺母 与 套管 之间 设置 有 垫圈 卡带 a 卡带 b 同侧 设置 有多段 卡槽 本发明 提供 的 发动机 与 进气道 连接 装置 结构 简单 拆装 方便 占用 空间 小 装置 稳定性 高 安全可靠
302,B60N2/68,本 实用新型 公开 了 一种 带 橱柜 的 坐椅 背靠 是 在 坐椅 背靠 的 背面 设置 嵌入式 橱柜 橱柜 通过 支架 与 背靠 连接 橱柜 的 正面 与 背靠 的 背面 在 同一 面上 它 为 每个 旅客 提供 了 单独 使用 的 放置 旅行 常用 物品 和 垃圾 的 设施 极大 地方 便 了 旅客 的 旅行 生活 也 为 改善 交通工具 内 的 清洁卫生 和 交通线 沿线 的 环境 状况 提供 了 设施 保证 特别 适合 中 长途运输 旅客 的 交通工具 上 使用 如中 长途汽车 飞机 单面 座 的 火车车厢 轮船 仓位 等
982,B64D27/02,一种 点油 风电 动力 新型 飞机 包括 机身 左 机翼 和 右 机翼 左 机翼 下方 的 中 后部 设有 一个 以上 的 左 风力 发电机 每个 左 风力 发电机 分别 包括 一组 以上 的 左 风扇 叶片 左 风扇 叶片 分别 安装 在 左 转轴 上 左 转轴 的 后 端 与 左 发电机 的 动力 输入 轴 传动 相连 左 发电机 固定 在 左 机翼 上 右 机翼 下方 的 中 后部 设有 一个 以上 的 右 风力 发电机 每个 右 风力 发电机 分别 包括 一组 以上 的 右 风扇 叶片 右 风扇 叶片 分别 安装 在 右 转轴 上 右 转轴 的 后 端 与 右 发电机 的 动力 输入 轴 传动 相连 右 发电机 固定 在 右 机翼 上 其目 地 在于 提供 一种 可 降低 能源消耗 及 飞行 的 成本 减少 废气 以及 其他 污染物 排放 运载 能 起强 重量 相对 较 轻 停放 飞机 空间 小 的 点油 风电 动力 新型 飞机
